,customer_id,customer_type,previous_cancellations,previous_bookings_not_canceled
10499,9546994,Transient,0,0
10500,8920292,Transient,0,0
10501,8520745,Transient,1,0
10502,8796208,Transient-Party,0,0
10503,1166620,Transient,0,0
10504,7111619,Transient-Party,0,0
10505,4246225,Transient,0,0
10506,9916359,Transient,0,0
10507,7917583,Transient,0,0
10508,3219209,Transient,0,0
10509,5948041,Transient,0,0
10510,8384543,Transient,0,0
10511,8885918,Transient-Party,0,0
10512,1519356,Transient,0,0
10513,2773956,Transient,0,0
10514,4702653,Transient,0,0
10515,4672972,Transient,0,0
10516,4011365,Transient,0,0
10517,6800363,Transient,0,0
10518,1070125,Transient-Party,0,0
10519,227750,Transient,0,0
10520,8803088,Transient-Party,0,0
10521,464387,Transient,0,0
10522,6604064,Transient-Party,1,0
10523,5182613,Transient-Party,0,0
10524,1015019,Transient,0,0
10525,3447557,Transient,0,4
10526,4878433,Transient,0,0
10527,6398105,Transient,0,0
10528,5545364,Transient,0,0
10529,6169111,Transient,0,0
10530,6348413,Transient,0,0
10531,7658443,Transient-Party,0,0
10532,2308857,Transient,0,0
10533,6080950,Transient,0,0
10534,5865034,Transient,0,0
10535,1727135,Transient,0,0
10536,9565159,Transient,0,0
10537,9502533,Transient,0,0
10538,3858473,Transient,0,0
10539,7534580,Transient,0,0
10540,6961576,Transient,0,0
10541,2671697,Transient,0,0
10542,3431453,Transient,0,0
10543,6097066,Transient-Party,0,0
10544,7007876,Transient,0,3
10545,9748713,Transient,0,0
10546,9826716,Transient,0,0
10547,119450,Transient-Party,0,0
10548,7627614,Transient-Party,0,0
10549,3494267,Transient,0,0
10550,6859906,Transient,0,0
10551,7773146,Transient,0,0
10552,1995776,Contract,1,0
10553,8226509,Transient,0,0
10554,2488250,Transient,0,0
10555,5789756,Transient,0,0
10556,7098451,Transient,0,0
10557,1304601,Transient,0,0
10558,8792551,Transient,0,0
10559,9585978,Transient-Party,0,0
10560,2869302,Transient-Party,0,0
10561,1230373,Transient,0,0
10562,9391715,Transient,0,0
10563,6542528,Transient,0,0
10564,5343181,Transient,0,0
10565,9356795,Contract,0,0
10566,2725441,Transient,0,0
10567,9578618,Transient,0,0
10568,4893497,Transient-Party,0,0
10569,6144842,Transient,0,0
10570,1955415,Transient-Party,0,0
10571,770814,Transient-Party,0,0
10572,2375731,Transient,0,0
10573,9100124,Transient,0,0
10574,3584512,Transient,0,0
10575,9098308,Transient-Party,0,0
10576,7589218,Transient,0,0
10577,4984079,Transient,1,0
10578,8225969,Contract,0,0
10579,6013050,Transient,0,0
10580,7988657,Transient-Party,0,0
10581,4942640,Transient-Party,0,0
10582,9195007,Transient,0,0
10583,7152776,Transient-Party,0,0
10584,5702907,Transient,0,0
10585,6572800,Contract,0,0
10586,3723427,Transient,0,0
10587,375140,Transient,0,0
10588,218852,Transient,0,0
10589,4155433,Transient,0,0
10590,9578068,Transient-Party,0,0
10591,6842619,Transient,0,0
10592,4225096,Transient,0,0
10593,9219386,Transient,0,0
10594,1263771,Transient,0,0
10595,864656,Transient,0,0
10596,7286030,Transient-Party,1,0
10597,1215038,Transient,0,0
10598,9989468,Transient,0,0
10599,3051658,Transient,0,0
10600,181585,Transient-Party,0,0
10601,9980772,Transient,0,0
10602,5236763,Transient,0,0
10603,9584221,Transient-Party,0,0
10604,4850227,Transient-Party,0,0
10605,352363,Transient,0,0
10606,7091648,Transient,3,31
10607,3042420,Transient,0,0
10608,7666136,Transient,0,0
10609,1099772,Transient,0,0
10610,3265082,Transient,0,0
10611,621743,Transient,0,0
10612,5756697,Transient-Party,0,0
10613,4339885,Transient,0,0
10614,6946903,Transient,0,0
10615,9560099,Transient,0,0
10616,7071700,Transient,0,0
10617,3718167,Transient,0,0
10618,3562852,Transient-Party,0,0
10619,2330419,Transient,0,0
10620,1305125,Transient-Party,0,0
10621,9666607,Transient,0,0
10622,3789373,Transient,0,0
10623,2126620,Contract,0,0
10624,3341495,Transient,0,0
10625,9578592,Transient,0,0
10626,7638107,Transient-Party,0,0
10627,4660186,Transient,1,0
10628,2768349,Transient,0,0
10629,7261465,Transient,0,0
10630,4734223,Transient,0,0
10631,537109,Transient,0,0
10632,8524417,Transient,0,0
10633,9654618,Transient,0,0
10634,2438156,Transient,0,0
10635,2379166,Transient-Party,0,0
10636,7031300,Transient,0,0
10637,2249236,Transient,0,0
10638,716269,Transient,0,0
10639,9810463,Contract,0,0
10640,7564434,Transient,0,0
10641,3172751,Transient,0,0
10642,6539703,Transient,0,0
10643,583114,Transient,0,0
10644,3674844,Transient-Party,0,0
10645,5340889,Contract,0,0
10646,6368153,Transient,0,0
10647,9581012,Transient-Party,0,0
10648,7116220,Transient,0,0
10649,3846958,Transient,0,0
10650,1140777,Transient-Party,0,0
10651,4112038,Transient,0,0
10652,922331,Transient,0,0
10653,1289448,Transient-Party,0,0
10654,6604859,Transient,0,0
10655,6724440,Transient,0,0
10656,9318874,Transient,0,0
10657,4042708,Transient,0,0
10658,4915334,Transient,0,0
10659,2058325,Transient,0,0
10660,5345155,Transient,0,0
10661,2155155,Transient-Party,0,0
10662,1908558,Transient,0,0
10663,9335216,Transient,0,0
10664,6416889,Transient,0,0
10665,5427483,Contract,0,0
10666,6586884,Transient-Party,0,0
10667,4264248,Transient,0,0
10668,7269156,Transient-Party,0,0
10669,3492925,Transient,0,0
10670,6348638,Transient,0,3
10671,6772856,Transient,0,0
10672,1457114,Transient,0,0
10673,1318661,Transient,0,0
10674,8840728,Transient,0,0
10675,7500625,Transient,0,0
10676,2653675,Transient,0,0
10677,2186327,Transient,0,0
10678,3970384,Transient-Party,0,0
10679,9501309,Transient,0,0
10680,2135782,Transient,0,0
10681,5239093,Transient,0,0
10682,9771474,Transient,0,0
10683,2113739,Transient-Party,0,0
10684,5061181,Contract,0,0
10685,7604643,Transient-Party,0,0
10686,3161192,Transient-Party,0,0
10687,4375671,Transient,0,0
10688,2465471,Transient-Party,0,0
10689,3505620,Transient,0,0
10690,8579196,Transient,0,0
10691,1875754,Transient,0,0
10692,879748,Transient,0,0
10693,9980661,Transient,0,0
10694,3489545,Transient,0,0
10695,9427553,Transient,0,0
10696,5566896,Transient,0,0
10697,8193063,Transient-Party,0,0
10698,7707537,Transient,0,0
10699,9994045,Transient,0,0
10700,9716782,Transient,0,0
10701,6035408,Transient,0,0
10702,6380972,Transient,0,0
10703,3521689,Transient,0,0
10704,1872134,Transient,0,0
10705,9608152,Transient-Party,0,0
10706,5699308,Transient-Party,0,0
10707,5520825,Transient,0,0
10708,3735992,Transient-Party,0,0
10709,4971016,Transient,0,0
10710,8029893,Transient,0,0
10711,7686417,Transient,0,0
10712,3830284,Transient,0,0
10713,2167235,Transient,1,0
10714,2606735,Transient,0,0
10715,5497998,Transient,0,0
10716,6911894,Transient,0,0
10717,4972498,Transient,0,0
10718,4365722,Transient,0,0
10719,282447,Transient,0,0
10720,9782860,Transient,0,0
10721,8388643,Transient,0,0
10722,9537984,Transient-Party,0,0
10723,3504811,Transient,0,0
10724,9789359,Transient,0,0
10725,1122627,Transient,0,0
10726,5280234,Transient,0,0
10727,2717099,Transient-Party,0,0
10728,9497862,Transient,0,0
10729,3874558,Transient-Party,0,0
10730,3786203,Contract,0,0
10731,9280440,Transient,0,0
10732,5892988,Transient,0,0
10733,8709996,Transient,0,0
10734,6160406,Transient-Party,0,0
10735,112653,Transient,0,0
10736,5284060,Contract,0,0
10737,2185503,Transient-Party,0,0
10738,5334847,Transient-Party,0,0
10739,9096077,Transient-Party,0,0
10740,1183884,Transient,0,0
10741,285323,Transient,0,0
10742,1739066,Transient,0,0
10743,9284166,Transient-Party,1,0
10744,3718197,Transient-Party,0,0
10745,4945141,Transient,0,0
10746,6912082,Transient,0,0
10747,2054496,Transient,0,0
10748,656913,Transient,0,0
10749,5046151,Transient-Party,0,0
10750,5797482,Transient,0,0
10751,114067,Transient-Party,0,0
10752,8387848,Transient-Party,0,0
10753,3877567,Transient,0,0
10754,2722260,Transient,1,0
10755,3297367,Transient,0,0
10756,1190771,Transient-Party,0,0
10757,3737707,Transient,0,0
10758,923343,Transient,0,0
10759,913653,Transient,1,0
10760,3614484,Transient-Party,0,0
10761,9496445,Transient,0,0
10762,1355869,Transient,0,0
10763,2289127,Transient,0,0
10764,1011221,Transient,0,0
10765,4291005,Transient,0,0
10766,7229849,Transient,0,0
10767,5982481,Contract,0,0
10768,5007607,Transient,0,0
10769,8716423,Transient,0,0
10770,8052175,Contract,0,0
10771,5742901,Group,0,0
10772,4826204,Transient,1,0
10773,5910608,Transient-Party,0,0
10774,4139864,Transient,0,0
10775,5965449,Transient,0,0
10776,7989935,Transient,0,0
10777,9941698,Transient-Party,0,0
10778,2947721,Transient,0,0
10779,6127092,Transient,0,0
10780,6862968,Transient,0,0
10781,451822,Transient,0,0
10782,1623350,Transient,0,0
10783,5927761,Transient-Party,0,0
10784,4071341,Transient,0,0
10785,5069111,Group,0,1
10786,4870288,Transient,0,0
10787,4793472,Transient,0,0
10788,5752911,Transient,1,0
10789,5466878,Transient-Party,0,0
10790,2624125,Transient,0,0
10791,7201304,Transient,0,0
10792,1883189,Transient,0,0
10793,7595067,Transient,0,0
10794,7436020,Transient,0,0
10795,1991492,Transient,0,0
10796,7116260,Transient-Party,0,0
10797,6104555,Transient,0,0
10798,5361687,Transient,0,0
10799,5654708,Transient,0,0
10800,5144285,Transient,0,0
10801,2681374,Transient,0,0
10802,2886533,Transient,0,0
10803,9731381,Transient,0,0
10804,4933959,Transient,0,0
10805,4162548,Transient-Party,0,0
10806,7890695,Transient,0,0
10807,4950861,Transient,0,0
10808,8874166,Transient,0,0
10809,4161924,Transient,0,0
10810,2310727,Transient,0,0
10811,830066,Transient-Party,0,0
10812,9802832,Transient-Party,0,0
10813,7626010,Transient,0,0
10814,480894,Transient-Party,0,0
10815,8597790,Transient,0,0
10816,4492565,Transient-Party,0,0
10817,1902391,Transient,0,0
10818,4501178,Transient,0,0
10819,2361188,Transient,0,0
10820,7776191,Transient,0,0
10821,5901502,Transient,0,0
10822,3404681,Transient,0,0
10823,3889815,Transient,0,0
10824,5252557,Transient,0,0
10825,4891437,Transient-Party,0,0
10826,8941464,Transient,0,0
10827,6770437,Transient,0,0
10828,1907473,Transient,0,0
10829,6784596,Transient,0,0
10830,4419760,Transient,0,0
10831,6477838,Transient,0,0
10832,750574,Transient,0,0
10833,9509428,Transient,0,0
10834,5658945,Transient,0,0
10835,8347513,Transient-Party,0,0
10836,1547272,Transient-Party,0,0
10837,4445551,Transient-Party,1,0
10838,9002428,Transient,0,0
10839,7585471,Transient,0,0
10840,7608653,Transient-Party,0,0
10841,4782843,Transient,0,0
10842,4017120,Transient,0,0
10843,4274196,Transient,0,0
10844,8156795,Transient,0,0
10845,9348562,Transient,1,0
10846,1252053,Transient,0,0
10847,7998417,Transient,0,3
10848,6710818,Transient,0,0
10849,6943377,Transient,0,0
10850,7434546,Transient,0,0
10851,4671734,Transient-Party,0,0
10852,6212821,Transient,0,0
10853,1421468,Transient-Party,0,0
10854,9532217,Transient,0,1
10855,2140495,Transient-Party,0,0
10856,4040224,Transient-Party,1,0
10857,7225766,Transient-Party,0,0
10858,2556611,Transient-Party,0,0
10859,2650566,Transient-Party,0,0
10860,2525286,Transient,0,0
10861,3893269,Transient,0,0
10862,3738003,Transient-Party,0,0
10863,5435098,Transient-Party,0,0
10864,849775,Transient,0,0
10865,8807380,Transient,0,0
10866,7235982,Contract,1,0
10867,5125649,Transient,0,0
10868,9121423,Transient-Party,0,0
10869,2476531,Transient,0,0
10870,8698920,Transient-Party,0,0
10871,3104107,Transient,0,0
10872,2323160,Contract,0,0
10873,5353509,Transient,0,0
10874,123769,Transient-Party,0,0
10875,4600372,Transient,0,0
10876,6610222,Transient,0,0
10877,8929686,Transient,0,0
10878,1484354,Transient-Party,0,0
10879,7699714,Transient-Party,0,0
10880,8275303,Transient,0,0
10881,5199737,Transient,0,0
10882,6339762,Transient,0,0
10883,8147717,Transient,0,0
10884,8048451,Transient,0,1
10885,2560211,Transient,0,0
10886,4338678,Transient-Party,0,0
10887,5938134,Transient,0,0
10888,3887762,Transient,0,0
10889,4329175,Transient,0,0
10890,6987211,Transient-Party,0,0
10891,7119136,Transient-Party,0,0
10892,1954352,Transient-Party,1,0
10893,2207283,Transient,0,0
10894,1565602,Transient-Party,0,0
10895,8749725,Transient,0,0
10896,1501231,Transient,0,0
10897,5483903,Transient,0,0
10898,4395953,Transient,0,0
10899,4384208,Transient,0,0
10900,8588335,Transient,0,1
10901,6277676,Transient,0,0
10902,705916,Transient,0,0
10903,7382364,Transient,0,0
10904,5613799,Transient-Party,0,0
10905,6997610,Transient,0,0
10906,7790055,Transient-Party,0,0
10907,795746,Transient,0,0
10908,6289713,Transient,0,0
10909,6277829,Transient,0,0
10910,5685861,Transient,0,0
10911,2106546,Transient,0,0
10912,7221468,Transient,0,0
10913,4143547,Transient,0,0
10914,2647414,Transient,0,0
10915,3928055,Transient-Party,0,0
10916,1083713,Contract,0,0
10917,8331052,Transient-Party,0,0
10918,9671636,Transient,0,0
10919,8993964,Transient-Party,0,0
10920,7415151,Transient,0,0
10921,4602334,Transient,0,0
10922,5363212,Transient,0,0
10923,3762585,Transient,0,0
10924,549039,Transient,0,0
10925,3499375,Transient-Party,0,0
10926,2881658,Transient,0,0
10927,8006552,Transient,0,0
10928,7323486,Transient,0,0
10929,3737007,Transient,1,8
10930,4595258,Transient,0,0
10931,4478403,Transient,0,0
10932,1783849,Transient,0,0
10933,7757725,Transient,0,0
10934,951812,Contract,0,0
10935,7961046,Transient,0,0
10936,2226060,Transient,0,0
10937,3907321,Transient,0,0
10938,501225,Transient-Party,0,0
10939,2584649,Transient,0,0
10940,5580623,Transient,1,0
10941,108434,Transient,1,5
10942,4011553,Transient,6,0
10943,461442,Transient,0,0
10944,1667628,Transient,0,0
10945,1622456,Transient,0,0
10946,3412167,Transient-Party,0,0
10947,1809764,Transient,0,0
10948,576413,Transient,0,0
10949,4158775,Contract,0,0
10950,4574756,Transient,0,1
10951,6448034,Transient,0,0
10952,9136790,Transient,0,0
10953,3608531,Transient,0,0
10954,6623922,Transient-Party,1,0
10955,8331388,Transient,0,0
10956,9678497,Transient,0,0
10957,4305631,Transient,0,0
10958,7840238,Transient-Party,0,0
10959,870105,Transient,0,0
10960,9909209,Transient,0,0
10961,8163979,Transient,0,0
10962,8543847,Transient,0,0
10963,8133341,Transient,0,0
10964,8586551,Transient,0,0
10965,7188373,Transient,0,0
10966,6664994,Transient,0,0
10967,4445984,Transient,0,0
10968,4279444,Transient,0,0
10969,7336626,Transient,0,0
10970,2366905,Transient,0,0
10971,3965263,Transient,0,0
10972,8325308,Transient,0,0
10973,1435791,Transient-Party,0,0
10974,6160507,Transient,0,1
10975,1231658,Transient,0,0
10976,7946881,Transient,0,0
10977,9770130,Contract,0,0
10978,9891312,Transient-Party,0,0
10979,9939955,Transient,0,0
10980,5277950,Transient,0,0
10981,7305360,Transient,0,0
10982,6949541,Transient,0,0
10983,4621809,Transient,0,1
10984,3040154,Transient,0,0
10985,9015607,Transient,0,0
10986,107375,Transient,0,0
10987,9359470,Transient-Party,1,0
10988,2861371,Transient,0,0
10989,7202984,Transient,0,2
10990,8458954,Transient,0,0
10991,4729021,Contract,0,0
10992,8878411,Transient,0,0
10993,6696028,Transient,0,5
10994,2771439,Transient,0,0
10995,1492561,Transient-Party,0,0
10996,4234274,Transient,0,0
10997,9396446,Transient,0,0
10998,4781126,Transient,0,0
10999,5297309,Transient,0,0
11000,1692284,Transient,0,0
11001,231555,Transient,1,0
11002,9467493,Transient,0,0
11003,6704667,Transient,0,0
11004,4021532,Transient,0,0
11005,5603108,Transient,0,0
11006,5714935,Transient,0,0
11007,9665714,Transient,0,0
11008,7718074,Transient,0,0
11009,2868403,Transient-Party,0,0
11010,1609452,Transient,0,0
11011,3343674,Transient,1,0
11012,8730008,Transient,0,0
11013,6162527,Transient-Party,0,0
11014,247861,Transient,0,0
11015,9922213,Transient,1,0
11016,9842011,Transient,0,0
11017,2610142,Transient,0,0
11018,2641910,Transient-Party,0,0
11019,838246,Transient-Party,0,0
11020,3737484,Transient,0,0
11021,4269363,Transient-Party,0,0
11022,2842904,Transient,1,0
11023,2725910,Transient,0,0
11024,6735732,Group,0,0
11025,9014418,Transient,0,0
11026,8765051,Transient,0,0
11027,8141294,Transient,0,0
11028,2946727,Transient-Party,0,0
11029,5478892,Transient,0,0
11030,2763769,Transient-Party,0,0
11031,1363487,Transient,0,0
11032,6825748,Transient,0,0
11033,4617824,Transient,0,0
11034,2261080,Transient,1,9
11035,4393818,Transient-Party,0,0
11036,1302133,Transient,0,0
11037,2830336,Transient,0,0
11038,9449221,Transient,0,0
11039,1494755,Contract,0,0
11040,3821523,Transient,0,0
11041,9809980,Transient,0,0
11042,6333205,Transient,0,0
11043,2835093,Transient,0,0
11044,5760337,Transient-Party,0,0
11045,9280327,Transient,0,0
11046,1638900,Transient,0,0
11047,3604191,Transient,0,0
11048,2727891,Transient-Party,0,0
11049,9076003,Transient,0,0
11050,7955431,Transient,0,0
11051,7134508,Transient,0,0
11052,4704899,Transient,0,0
11053,2971418,Transient-Party,0,0
11054,288802,Transient,0,0
11055,6245038,Transient,0,0
11056,3186593,Transient,0,0
11057,3917708,Transient,0,0
11058,9166231,Transient,1,0
11059,5385134,Transient-Party,0,0
11060,1783908,Transient,0,0
11061,4000182,Transient-Party,0,0
11062,1144417,Transient,0,0
11063,9448096,Transient-Party,0,0
11064,5102510,Transient-Party,0,0
11065,1452768,Transient-Party,0,0
11066,6335046,Transient,0,0
11067,4173442,Transient-Party,0,0
11068,3889835,Transient,0,0
11069,7396955,Transient,1,0
11070,1018339,Transient,0,0
11071,8657174,Transient,0,0
11072,8866152,Transient,0,0
11073,7296216,Transient,0,0
11074,2168504,Transient,0,0
11075,4054548,Transient,0,0
11076,8948132,Transient-Party,0,0
11077,8462546,Transient,0,0
11078,6927400,Transient,0,0
11079,5941531,Transient-Party,0,0
11080,461235,Transient,0,0
11081,3961826,Transient,1,0
11082,3171617,Transient,0,0
11083,9415861,Transient,0,0
11084,618408,Transient,0,0
11085,1603543,Transient,0,0
11086,9037865,Transient-Party,0,0
11087,2894849,Transient,0,0
11088,6125272,Transient-Party,0,0
11089,3793302,Transient-Party,0,0
11090,1054702,Transient,0,0
11091,6251445,Contract,0,0
11092,3659164,Transient-Party,0,0
11093,5536594,Transient-Party,0,0
11094,3794876,Transient,0,0
11095,9956435,Transient,0,0
11096,2038924,Transient,0,0
11097,2412711,Transient,0,0
11098,8826621,Transient,0,0
11099,2063514,Transient,0,0
11100,5724762,Transient,0,0
11101,942474,Transient,0,0
11102,6797972,Transient,1,0
11103,3662698,Transient-Party,0,0
11104,8998105,Transient,0,0
11105,2751083,Transient,0,0
11106,2264554,Transient,0,0
11107,4537470,Transient,0,0
11108,2895350,Transient-Party,0,0
11109,3841463,Transient,0,0
11110,669183,Transient-Party,0,0
11111,6318060,Transient-Party,0,0
11112,7759747,Transient,0,0
11113,9284435,Transient,0,0
11114,2159114,Transient,0,0
11115,3795416,Transient,0,0
11116,213074,Transient,0,0
11117,6866535,Contract,0,0
11118,8411755,Transient,1,0
11119,9995418,Transient-Party,0,0
11120,624862,Transient,0,0
11121,8415347,Transient,0,0
11122,6668741,Transient,0,0
11123,3538498,Transient,0,0
11124,9559475,Transient-Party,0,0
11125,7118556,Transient,0,0
11126,2166512,Transient-Party,1,0
11127,776401,Transient-Party,0,0
11128,2817691,Transient-Party,0,0
11129,1758758,Transient,0,0
11130,1491689,Transient,0,0
11131,5820905,Transient,0,0
11132,6661311,Transient,0,0
11133,4775201,Transient,0,0
11134,8954284,Transient,0,0
11135,8263547,Transient,0,0
11136,5030925,Transient,1,0
11137,9107084,Transient,0,0
11138,7432329,Transient,0,0
11139,3592333,Transient,0,0
11140,9082750,Transient,1,0
11141,2575108,Transient,0,0
11142,430866,Transient,0,0
11143,9166289,Transient,0,0
11144,1944070,Transient,0,0
11145,4069980,Transient,0,2
11146,1434287,Transient,0,0
11147,9050609,Transient-Party,1,0
11148,7746260,Transient,0,0
11149,9346273,Transient,0,0
11150,5376897,Transient,0,0
11151,1206229,Transient,0,0
11152,1201784,Transient,0,6
11153,9487861,Transient,0,0
11154,4048051,Transient,0,0
11155,7279859,Transient,0,0
11156,7290676,Transient,0,0
11157,6075913,Transient,0,0
11158,4974344,Transient,0,0
11159,4814098,Transient,0,0
11160,5524028,Transient,0,0
11161,1225771,Transient-Party,0,0
11162,9178790,Transient,0,0
11163,2562401,Transient,0,0
11164,5478099,Transient,0,0
11165,3526698,Transient,0,0
11166,9067011,Transient,0,0
11167,7246507,Contract,0,0
11168,9071719,Transient-Party,0,0
11169,5571480,Transient-Party,0,0
11170,4446869,Transient,0,0
11171,303914,Transient,0,0
11172,2411781,Transient-Party,0,0
11173,6958861,Transient,0,0
11174,6142293,Transient,0,0
11175,3651301,Contract,0,0
11176,2705257,Transient,0,0
11177,7905066,Transient,0,0
11178,6944761,Transient-Party,0,0
11179,7834353,Transient,0,0
11180,197394,Transient,0,0
11181,8187875,Transient,0,0
11182,1823615,Transient,0,0
11183,1382158,Transient,0,0
11184,632104,Contract,0,0
11185,9747209,Transient-Party,0,0
11186,5944800,Transient-Party,0,0
11187,3610326,Transient-Party,0,0
11188,1247617,Transient-Party,0,0
11189,6580033,Transient,0,6
11190,8785354,Transient,0,0
11191,9187797,Transient-Party,0,0
11192,6035826,Transient,0,0
11193,6655591,Transient,0,0
11194,604345,Contract,0,0
11195,587794,Transient,0,0
11196,2893238,Transient,0,0
11197,8767604,Transient-Party,0,0
11198,4055881,Transient,0,0
11199,8943552,Transient,0,0
11200,9874161,Transient-Party,0,0
11201,818059,Transient,0,0
11202,7665416,Transient,0,0
11203,3643958,Transient,0,0
11204,119799,Transient-Party,0,1
11205,1327703,Transient,0,0
11206,8815558,Transient,0,0
11207,1342790,Transient,0,0
11208,9637777,Transient,0,0
11209,8921638,Transient,0,0
11210,4377778,Transient-Party,0,0
11211,5285806,Transient,0,0
11212,9417972,Transient,0,0
11213,985852,Transient,0,0
11214,5873842,Transient-Party,0,0
11215,315277,Transient,0,0
11216,9000264,Transient,0,0
11217,9126994,Transient,0,0
11218,3652043,Transient,0,0
11219,2428688,Transient,0,0
11220,4808571,Transient,0,0
11221,566119,Contract,0,0
11222,8350432,Transient,0,0
11223,8446733,Transient-Party,0,0
11224,775474,Transient,0,0
11225,9159124,Transient-Party,0,1
11226,925009,Transient-Party,0,0
11227,6928464,Transient,0,0
11228,7577254,Transient-Party,0,0
11229,6165911,Transient,1,0
11230,5857999,Transient-Party,0,0
11231,4094027,Transient,0,0
11232,6982160,Transient,0,0
11233,1652347,Transient,0,0
11234,5493413,Transient-Party,0,0
11235,5442257,Transient,0,0
11236,5643558,Transient,0,0
11237,2371917,Transient-Party,0,0
11238,4826498,Transient,0,0
11239,7214225,Transient-Party,0,0
11240,2441022,Transient,0,0
11241,2536964,Transient,0,0
11242,9656163,Transient,0,0
11243,912877,Transient-Party,0,0
11244,466888,Transient,0,0
11245,613975,Transient,0,0
11246,2890448,Transient-Party,0,0
11247,5154289,Transient,0,0
11248,2772242,Transient,0,0
11249,8462663,Transient,0,0
11250,5667285,Transient,0,0
11251,9209050,Transient-Party,0,0
11252,6110398,Transient-Party,1,0
11253,7861599,Transient,0,0
11254,5531842,Transient-Party,0,0
11255,2476079,Transient,0,0
11256,5218481,Transient,0,0
11257,5345206,Transient,0,1
11258,3010149,Transient,1,0
11259,6697405,Contract,0,0
11260,1044776,Transient-Party,0,0
11261,8241552,Transient-Party,0,0
11262,7744192,Transient,0,0
11263,6273079,Transient,0,0
11264,6929674,Transient,0,0
11265,2170225,Transient,0,0
11266,7358984,Transient,0,0
11267,4862401,Transient-Party,0,0
11268,7159799,Transient-Party,0,0
11269,2628883,Transient,0,0
11270,3191991,Transient,0,0
11271,3673217,Transient,2,5
11272,4939242,Transient,0,0
11273,2303825,Transient,0,0
11274,3841374,Transient-Party,0,0
11275,9225263,Transient,0,0
11276,8268086,Transient,0,0
11277,387087,Group,0,0
11278,4955373,Transient,0,0
11279,4322783,Transient,0,0
11280,1269872,Transient,0,0
11281,2691064,Transient-Party,0,0
11282,4835140,Transient,0,0
11283,6528323,Transient,0,0
11284,7845804,Transient-Party,0,0
11285,7246018,Transient,0,0
11286,839828,Transient,0,0
11287,3886837,Contract,1,0
11288,2822060,Transient,0,0
11289,3739203,Transient,0,0
11290,7548847,Transient-Party,0,0
11291,5625470,Contract,0,0
11292,9857223,Transient,0,0
11293,6647519,Transient,0,0
11294,7515849,Transient-Party,0,0
11295,8679888,Transient,0,0
11296,5824499,Transient,0,0
11297,6279398,Transient,0,0
11298,1290771,Transient,0,0
11299,2361654,Transient-Party,0,0
11300,4623170,Transient,0,0
11301,7124142,Transient,0,0
11302,5242250,Transient-Party,0,0
11303,437189,Transient,0,0
11304,8579085,Transient-Party,0,0
11305,5731878,Transient,0,0
11306,8168018,Transient-Party,0,0
11307,5276607,Transient-Party,0,0
11308,3130700,Transient,0,0
11309,7502064,Transient,0,0
11310,6260738,Transient,0,0
11311,7319073,Transient,0,0
11312,8689127,Transient,1,0
11313,5472723,Transient,0,0
11314,2648994,Transient,0,0
11315,320569,Transient-Party,0,0
11316,3193058,Transient,0,0
11317,6164766,Transient-Party,0,0
11318,4467832,Transient,0,0
11319,2605189,Transient,0,0
11320,963978,Transient,0,0
11321,975758,Transient,0,0
11322,492256,Transient,0,0
11323,2367152,Transient,0,0
11324,5253850,Transient,0,0
11325,6412942,Transient,0,8
11326,825777,Transient-Party,0,0
11327,672132,Transient,0,0
11328,3966878,Transient-Party,0,0
11329,3853635,Transient,0,0
11330,8351067,Transient,0,0
11331,3893412,Transient,0,0
11332,4175504,Transient,0,0
11333,2046520,Transient-Party,0,0
11334,5772658,Group,0,0
11335,5846644,Transient,0,0
11336,5154778,Transient,0,0
11337,7818712,Transient,0,0
11338,8617624,Transient,0,0
11339,4987682,Transient-Party,0,0
11340,6488113,Transient,0,0
11341,6841724,Transient,0,0
11342,7440745,Transient,0,0
11343,5812608,Transient-Party,0,0
11344,8359810,Transient,0,0
11345,3901091,Transient-Party,1,0
11346,4989891,Transient,0,0
11347,1433157,Transient,0,0
11348,7448014,Transient,0,0
11349,1208171,Transient,0,0
11350,6898206,Transient,0,0
11351,2678879,Transient-Party,0,0
11352,9798832,Transient,0,0
11353,2851797,Transient,0,0
11354,7565880,Transient-Party,0,0
11355,6085164,Transient,0,0
11356,6490808,Transient-Party,0,0
11357,1171374,Transient,0,0
11358,1831606,Transient,0,0
11359,1463497,Transient,0,0
11360,1756054,Transient,0,0
11361,8998881,Transient-Party,0,0
11362,9825314,Transient,0,0
11363,7485891,Transient,0,0
11364,8324392,Transient,0,0
11365,9990782,Transient,0,0
11366,5906003,Transient,0,0
11367,4963303,Transient-Party,0,0
11368,7495959,Transient-Party,0,0
11369,8903050,Transient-Party,0,0
11370,5705936,Transient-Party,0,0
11371,5432258,Transient,0,0
11372,770680,Transient,0,0
11373,4016293,Transient,0,0
11374,7068275,Transient,0,0
11375,7214400,Transient,0,0
11376,1893202,Transient,0,0
11377,245426,Transient,0,0
11378,2195840,Transient,0,0
11379,4335590,Transient,0,0
11380,9457395,Transient,0,0
11381,8041592,Transient-Party,0,0
11382,9342603,Transient,0,0
11383,2148457,Transient-Party,0,0
11384,5029907,Transient-Party,0,0
11385,7175659,Transient,0,0
11386,4888957,Transient,0,0
11387,2424173,Transient,0,0
11388,4552554,Transient,0,0
11389,3127081,Transient,0,0
11390,1882719,Transient,0,0
11391,2154371,Transient-Party,0,0
11392,1811780,Transient-Party,0,0
11393,3813183,Transient,0,0
