,customer_id,customer_type,previous_cancellations,previous_bookings_not_canceled,country
12546,691272,Transient,0,2,PRT
12547,9322048,Transient-Party,0,0,PRT
12548,3847828,Transient,0,0,PRT
12549,5525154,Transient,0,0,PRT
12550,7659988,Transient,0,0,ESP
12551,6273550,Transient,0,0,NLD
12552,2879667,Transient,0,0,DEU
12553,4241229,Transient,0,0,AUT
12554,3989626,Transient,0,0,PRT
12555,5137742,Transient-Party,0,0,DEU
12556,6420127,Transient,0,0,PRT
12557,3763790,Transient,0,0,ITA
12558,2353648,Transient,0,0,ITA
12559,3424212,Transient,0,0,FRA
12560,7176820,Transient,0,0,ISR
12561,7349823,Transient,0,0,PRT
12562,3791592,Transient,0,0,RUS
12563,5607730,Transient,0,0,PRT
12564,912349,Transient-Party,0,0,TUR
12565,5659572,Transient-Party,0,0,FRA
12566,6675655,Transient,0,0,PRT
12567,5633384,Transient,0,0,GBR
12568,2179597,Transient,0,0,UKR
12569,2246691,Contract,0,0,PRT
12570,9624890,Transient,0,0,PRT
12571,1647051,Transient,0,0,PRT
12572,7258628,Transient,0,0,DNK
12573,5181606,Transient,0,0,PRT
12574,3588619,Transient-Party,0,0,PRT
12575,6848304,Contract,0,0,GBR
12576,8676164,Transient,0,1,ESP
12577,6699509,Transient,0,0,PRT
12578,6211814,Transient,0,0,GBR
12579,2981910,Transient,0,4,PRT
12580,8392473,Transient-Party,0,0,ITA
12581,7633931,Transient,0,0,CHN
12582,7043410,Transient,0,0,ESP
12583,723588,Transient,0,0,DEU
12584,1163872,Transient,0,0,GBR
12585,275410,Transient,0,2,BEL
12586,6232552,Transient-Party,0,0,FRA
12587,2787228,Transient,0,0,GBR
12588,7285502,Transient-Party,0,6,PRT
12589,9059671,Transient,0,0,DEU
12590,4581013,Transient,0,0,GBR
12591,7885543,Transient-Party,0,0,PRT
12592,3025896,Transient-Party,0,0,ESP
12593,8764637,Transient,0,1,PRT
12594,8736531,Transient-Party,0,0,PRT
12595,4789617,Transient,0,0,FRA
12596,8152458,Transient,0,1,PRT
12597,2859984,Transient,0,0,PRT
12598,4034665,Transient,0,0,ESP
12599,2281494,Transient,0,0,FRA
12600,1423810,Transient,0,0,ESP
12601,9774526,Transient,0,0,PRT
12602,961105,Transient,0,0,PRT
12603,646373,Transient-Party,1,0,PRT
12604,8664664,Transient-Party,0,0,ITA
12605,5563912,Transient,0,0,PRT
12606,4334283,Transient,0,0,DEU
12607,4521676,Transient,0,0,FRA
12608,5150053,Transient,0,0,FIN
12609,9247533,Transient,1,0,GBR
12610,7768168,Transient,0,0,GBR
12611,1649743,Transient,0,0,CZE
12612,531967,Transient,0,0,ITA
12613,7675720,Transient,0,0,GBR
12614,126178,Transient,0,0,PRT
12615,5266378,Transient,1,0,PRT
12616,1188587,Transient,0,0,FRA
12617,4483726,Transient,0,0,IRL
12618,7333779,Transient,0,0,PRT
12619,6406783,Transient,0,0,IRL
12620,6466387,Transient-Party,0,0,PRT
12621,8898956,Transient,0,0,GBR
12622,4951782,Transient,0,0,USA
12623,7841660,Transient,0,0,PRT
12624,3899923,Transient,1,11,PRT
12625,5702908,Transient-Party,0,0,PRT
12626,6152970,Transient,0,0,ISR
12627,3991570,Transient,0,0,IRL
12628,8049164,Transient,0,0,GBR
12629,1111722,Transient,1,5,PRT
12630,3941472,Transient,0,0,ESP
12631,8436076,Transient,0,0,ITA
12632,7397873,Transient-Party,0,0,PRT
12633,3469685,Transient,0,0,ESP
12634,2671549,Transient,0,0,PRT
12635,2987600,Transient-Party,0,0,EGY
12636,6734220,Transient-Party,0,0,PRT
12637,9506383,Transient,0,0,PRT
12638,1568797,Transient-Party,0,0,ESP
12639,5720965,Transient-Party,0,0,PRT
12640,4887286,Transient-Party,1,0,PRT
12641,3321371,Transient,0,0,DEU
12642,8691931,Transient,0,0,MNE
12643,6329401,Transient-Party,0,0,PRT
12644,4681156,Transient,0,0,PRT
12645,8507980,Transient,0,0,PRT
12646,5204071,Transient-Party,0,0,GBR
12647,2839149,Transient,0,0,AUT
12648,4550529,Transient,0,0,ESP
12649,4279210,Transient,0,6,ESP
12650,6625785,Transient,0,0,PRT
12651,3353121,Transient,0,0,ESP
12652,3666115,Transient,0,0,USA
12653,6750278,Contract,0,0,PRT
12654,876008,Transient,1,0,GBR
12655,7590428,Transient,0,0,PRT
12656,7374887,Transient,0,0,EST
12657,9802449,Transient,0,0,PRT
12658,3478422,Transient-Party,0,0,PRT
12659,1412906,Transient-Party,0,0,PRT
12660,9577827,Transient,0,0,PRT
12661,3610196,Transient,0,0,BRA
12662,6769263,Transient,0,0,PRT
12663,9457946,Transient,0,2,PRT
12664,4956615,Transient,0,0,FRA
12665,4898624,Transient-Party,0,0,ESP
12666,8261314,Transient,0,0,AGO
12667,2436947,Transient,0,0,DEU
12668,7911534,Transient,0,0,FRA
12669,9602794,Transient-Party,0,0,GBR
12670,7362749,Transient-Party,0,0,PRT
12671,9729555,Transient,1,0,GBR
12672,2844804,Transient-Party,0,0,IRL
12673,6961974,Transient,0,0,PRT
12674,7166623,Contract,0,0,GBR
12675,2444899,Contract,1,0,PRT
12676,9949929,Transient,0,0,ESP
12677,8761684,Transient,0,0,
12678,1048575,Transient,0,0,PRT
12679,9940614,Transient,0,0,IRL
12680,7744624,Transient,0,0,PRT
12681,4381025,Transient-Party,0,0,PRT
12682,8048387,Transient,0,0,NLD
12683,4213704,Transient,0,0,RUS
12684,3119749,Transient,0,0,PRT
12685,2081642,Transient,0,0,BEL
12686,9128997,Transient,0,0,CHN
12687,9837098,Transient-Party,0,0,PRT
12688,2247685,Contract,0,0,ESP
12689,4295564,Contract,0,0,PRT
12690,3440706,Transient,0,0,PRT
12691,2688419,Transient,0,0,NLD
12692,1206751,Transient,0,0,RUS
12693,2072487,Transient,0,0,AUT
12694,8811283,Transient,0,0,ESP
12695,3279620,Transient,0,0,FRA
12696,1561067,Transient-Party,0,0,PRT
12697,8657289,Transient,0,0,MKD
12698,3358467,Transient-Party,0,0,USA
12699,7599709,Transient-Party,0,0,PRT
12700,4053504,Transient,0,0,PRT
12701,1370870,Contract,1,0,PRT
12702,7290861,Transient,0,0,FRA
12703,9011013,Transient-Party,0,0,PRT
12704,4732085,Transient,0,0,PRT
12705,8405865,Transient,0,0,PRT
12706,2192324,Transient-Party,0,0,PRT
12707,7085897,Transient,0,0,ESP
12708,4894576,Transient,0,0,DEU
12709,465453,Transient,0,0,FRA
12710,2113780,Transient-Party,0,0,ESP
12711,1976769,Transient,0,0,MAR
12712,4615288,Transient,0,0,DEU
12713,8296016,Transient,0,0,BEL
12714,645342,Transient,0,0,PRT
12715,4353159,Transient,0,0,GBR
12716,5851269,Transient,0,0,PRT
12717,8132535,Transient,0,0,CHE
12718,6890177,Transient,0,0,PRT
12719,3844834,Transient-Party,0,0,ESP
12720,6654588,Transient,0,0,IRL
12721,6812522,Transient-Party,0,0,FRA
12722,6864200,Transient,0,0,CHN
12723,9945622,Transient,0,0,PRT
12724,1580181,Transient,0,0,FRA
12725,4257694,Transient,0,0,GBR
12726,6848517,Transient,0,0,PRT
12727,4160804,Transient,0,0,DEU
12728,1515967,Transient,0,0,BRA
12729,9541338,Transient,0,0,CN
12730,3479125,Transient,0,0,GBR
12731,6424832,Transient,0,0,USA
12732,7901528,Transient,0,0,PRT
12733,9103249,Transient,0,0,PRT
12734,2477217,Transient,0,1,PRT
12735,7122884,Transient,0,0,PRT
12736,1062434,Transient,0,0,PRT
12737,3269987,Transient,0,0,GBR
12738,7997690,Transient,0,0,PRT
12739,8228959,Transient,0,0,PRT
12740,2362692,Transient-Party,0,0,PRT
12741,8743269,Transient-Party,0,0,PRT
12742,5937115,Transient-Party,0,0,GBR
12743,9423618,Transient,0,0,GBR
12744,6317778,Transient,0,0,IRL
12745,1876171,Transient,0,0,ESP
12746,661321,Transient,0,0,ITA
12747,2390559,Transient-Party,0,0,PRT
12748,4699445,Transient,0,0,DEU
12749,3723805,Transient,0,0,GBR
12750,6663382,Transient,0,0,DEU
12751,6266376,Transient,0,0,GBR
12752,9123805,Transient,0,0,BEL
12753,1161643,Transient,0,0,FRA
12754,2509207,Transient,0,0,PRT
12755,7275695,Transient,0,0,CHE
12756,9591668,Transient,0,0,PRT
12757,3191277,Transient-Party,0,0,PRT
12758,4299816,Contract,1,0,PRT
12759,6368551,Transient-Party,0,0,PRT
12760,1177496,Transient,0,0,ESP
12761,6516814,Transient-Party,0,0,GBR
12762,4005076,Transient,0,0,PRT
12763,9426264,Transient,0,0,PRT
12764,6601488,Transient,0,0,PRT
12765,1310672,Transient-Party,0,0,PRT
12766,6451915,Transient,0,0,PRT
12767,4200805,Transient,0,0,GBR
12768,8077040,Transient,0,0,FRA
12769,3657247,Transient,0,0,GBR
12770,963394,Transient-Party,0,0,IRL
12771,9217850,Transient,0,2,PRT
12772,9612557,Transient,0,0,PRT
12773,4421200,Transient,0,0,PRT
12774,2610867,Transient,0,0,PRT
12775,6076454,Transient,0,0,PRT
12776,665926,Transient,0,0,PRT
12777,3358423,Transient,0,0,FRA
12778,4342003,Transient,0,0,PRT
12779,9798527,Transient,0,0,PRT
12780,4284355,Transient,0,0,PRT
12781,9308699,Transient,0,0,PRT
12782,7257118,Transient-Party,0,0,PRT
12783,9009621,Transient,0,0,DEU
12784,632220,Transient,0,0,IRL
12785,9145222,Transient,0,0,GBR
12786,9899244,Transient,0,0,BRA
12787,5659838,Transient,0,0,USA
12788,164964,Transient-Party,0,0,PRT
12789,8341344,Transient,0,0,DEU
12790,3664275,Transient,0,0,PRT
12791,6704139,Transient,0,0,CHE
12792,3237729,Transient,0,0,DEU
12793,7851906,Transient,0,0,PRT
12794,6129311,Transient-Party,0,0,PRT
12795,9695485,Transient,0,0,BEL
12796,7396052,Contract,0,0,CHE
12797,2089244,Transient,0,0,CHE
12798,8983082,Contract,0,0,PRT
12799,4945810,Transient-Party,0,0,DEU
12800,8719899,Transient,0,0,BRA
12801,9637164,Transient,0,0,PRT
12802,2043966,Transient,0,0,IRL
12803,2659059,Transient-Party,0,0,PRT
12804,3740358,Transient,0,0,BRA
12805,774122,Transient,0,0,PRT
12806,8391252,Transient,0,0,PRT
12807,2939108,Transient-Party,0,0,FRA
12808,9085268,Transient,0,0,GBR
12809,6652796,Transient,0,0,PRT
12810,9205871,Transient,0,0,PRT
12811,622186,Transient,0,0,RUS
12812,1412537,Transient,0,0,NLD
12813,9510574,Transient-Party,0,0,PRT
12814,4435268,Transient-Party,0,0,PRT
12815,2802332,Transient,0,0,GBR
12816,8760321,Transient,0,0,PRT
12817,3705773,Transient,0,0,ESP
12818,736678,Transient,0,0,FRA
12819,5850741,Transient-Party,0,0,GBR
12820,9058363,Transient,0,0,GBR
12821,8587563,Transient,0,0,NLD
12822,2734014,Transient-Party,0,0,ITA
12823,2370816,Transient,0,0,PRT
12824,6525844,Transient,0,0,DEU
12825,7717317,Transient-Party,0,2,PRT
12826,8792112,Transient,0,2,PRT
12827,3156149,Transient,0,0,BEL
12828,6150450,Transient-Party,0,0,PRT
12829,8053799,Transient,0,1,PRT
12830,4335573,Transient,0,0,BEL
12831,4191865,Transient,0,0,PRT
12832,2208568,Transient,0,0,FRA
12833,2867550,Transient,0,0,FRA
12834,3718730,Transient,0,0,DEU
12835,7059487,Transient,0,0,PRT
12836,1126261,Transient,0,0,PRT
12837,3815764,Transient,0,0,PRT
12838,2129585,Transient,0,0,FRA
12839,3464012,Transient-Party,0,0,BEL
12840,2108700,Transient-Party,0,0,ESP
12841,9098701,Transient-Party,0,0,BEL
12842,2480576,Transient,0,0,GBR
12843,2370585,Transient,0,0,PRT
12844,8801099,Transient,0,0,ESP
12845,1269448,Transient,0,0,ESP
12846,2539278,Transient,0,0,PRT
12847,5290773,Transient,0,0,FRA
12848,9516227,Transient,0,0,PRT
12849,761541,Contract,0,0,GBR
12850,2730218,Transient,0,0,PRT
12851,7564092,Transient,0,0,PRT
12852,9672316,Transient,0,0,NLD
12853,5897414,Transient-Party,1,0,PRT
12854,9201257,Transient,0,0,FRA
12855,4615546,Transient,0,0,ESP
12856,6976896,Transient,0,1,PRT
12857,2669765,Transient,0,0,GBR
12858,5061166,Transient,0,0,FRA
12859,3846753,Transient,0,0,PRT
12860,5293037,Transient,0,0,LUX
12861,9884633,Transient-Party,0,0,PRT
12862,8442776,Transient,0,0,IRL
12863,6260734,Transient,0,0,IRL
12864,1776651,Transient,0,0,DEU
12865,9317540,Transient,0,0,PRT
12866,4906483,Transient,0,0,PRT
12867,9642293,Transient-Party,0,0,PRT
12868,9774167,Transient-Party,0,0,DEU
12869,9953670,Transient-Party,0,0,PRT
12870,1302643,Transient,0,0,ESP
12871,5457318,Transient,0,0,PRT
12872,8702127,Transient-Party,0,0,DEU
12873,8189511,Transient,0,0,PRT
12874,364897,Transient,0,0,PRT
12875,3623936,Transient-Party,0,0,FRA
12876,9823537,Transient,0,0,PRT
12877,3532626,Transient-Party,0,0,CHE
12878,2439844,Transient,0,0,PRT
12879,5021874,Transient,0,0,ITA
12880,9551560,Transient-Party,0,0,AUT
12881,3948674,Transient,0,0,ITA
12882,1095906,Transient-Party,0,0,BRA
12883,7438552,Transient,0,0,BRA
12884,4798221,Transient,0,0,ESP
12885,5586253,Transient,0,0,ITA
12886,8819877,Transient,0,0,PRT
12887,7190715,Transient,0,0,PRT
12888,5860265,Transient,0,0,DEU
12889,2253155,Transient,0,0,ESP
12890,8457661,Transient,0,0,FRA
12891,1314249,Transient,0,0,PRT
12892,2420217,Transient,0,0,FRA
12893,1015325,Transient-Party,0,0,PRT
12894,8118832,Transient,0,0,FRA
12895,5868509,Transient,0,0,DEU
12896,1419603,Transient-Party,0,0,PRT
12897,9645701,Transient,0,0,FRA
12898,7151143,Contract,0,0,GBR
12899,4405160,Transient,0,0,PRT
12900,5472764,Transient,0,0,PRT
12901,2104019,Transient,0,0,PRT
12902,3294825,Transient,0,0,DEU
12903,7924419,Transient,0,0,PRT
12904,3773956,Transient,0,0,BRA
12905,3960803,Transient,0,0,PRT
12906,6551838,Transient,0,0,
12907,2796544,Transient,0,0,BEL
12908,9619269,Transient-Party,1,0,PRT
12909,2705162,Transient,1,0,PRT
12910,8351931,Transient,0,0,PRT
12911,9085523,Transient,0,0,FRA
12912,3267747,Transient,0,0,GBR
12913,9409049,Transient,0,0,CHE
12914,5578941,Transient,0,0,FRA
12915,4084116,Transient,0,2,PRT
12916,7731704,Transient-Party,0,0,PRT
12917,9626998,Transient,0,0,TWN
12918,6757228,Transient-Party,0,0,GBR
12919,2780743,Transient,0,0,IRL
12920,3553339,Transient,0,0,PRT
12921,5095669,Transient,0,0,PRT
12922,5605987,Transient,0,0,GBR
12923,3740014,Transient,0,0,ESP
12924,2039520,Transient-Party,0,0,ESP
12925,4472872,Transient-Party,0,0,PRT
12926,5107398,Transient,0,0,AUT
12927,6289877,Transient,0,0,PRT
12928,4452970,Transient,0,0,PRT
12929,4640794,Transient-Party,0,0,ESP
12930,3965394,Transient,0,0,GBR
12931,1183134,Transient,0,0,PRT
12932,2164141,Transient-Party,0,0,IRL
12933,2032967,Transient,0,0,PRT
12934,7161825,Transient,0,0,PRT
12935,6854084,Transient-Party,1,0,PRT
12936,2029126,Transient,0,0,FRA
12937,4908200,Transient-Party,0,0,DEU
12938,4211577,Transient,0,0,RUS
12939,2713632,Transient-Party,0,0,PRT
12940,4899352,Transient,0,0,ITA
12941,3972387,Transient,0,0,ALB
12942,8879610,Transient-Party,0,0,PRT
12943,4024040,Transient-Party,0,0,ITA
12944,2424511,Transient,0,0,PRT
12945,5170450,Transient,0,0,BRA
12946,6989817,Transient-Party,0,0,PRT
12947,6018476,Transient,0,0,ESP
12948,9129710,Transient,0,0,PRT
12949,6420008,Transient,0,0,FRA
12950,2749802,Transient-Party,1,0,PRT
12951,3141282,Transient-Party,0,0,FRA
12952,4050724,Contract,0,0,PRT
12953,7943160,Transient,0,0,PRT
12954,2888728,Transient,0,0,PRT
12955,154557,Transient,0,0,FRA
12956,218059,Transient,0,0,PRT
12957,1390918,Transient,0,0,DEU
12958,8588996,Transient-Party,0,0,GBR
12959,8027369,Transient,0,1,PRT
12960,6680978,Transient,0,0,FRA
12961,1077471,Transient,0,0,PRT
12962,2414605,Transient,0,0,GBR
12963,9807658,Transient-Party,0,0,PRT
12964,2304126,Transient,0,0,DEU
12965,8104300,Transient,0,0,DEU
12966,4816631,Transient-Party,0,0,PRT
12967,3535134,Transient,0,0,PRT
12968,3203770,Transient,0,0,PRT
12969,8794334,Transient-Party,0,0,ITA
12970,5376877,Transient,0,0,BEL
12971,8466774,Transient,0,0,AGO
12972,6704126,Transient,0,0,ESP
12973,3016677,Transient,0,0,PRT
12974,9285631,Transient,0,0,PRT
12975,7995907,Transient-Party,0,0,PRT
12976,7292235,Transient,0,0,IRL
12977,9846897,Transient,0,1,PRT
12978,576245,Transient,1,5,PRT
12979,5370061,Transient,0,2,AGO
12980,3246474,Transient,0,3,PRT
12981,7942345,Transient,0,0,PRT
12982,204311,Transient,0,0,BEL
12983,9739389,Transient,0,0,PRT
12984,5485585,Transient,0,0,GBR
12985,5582186,Transient,0,0,PRT
12986,7696576,Transient,0,0,GBR
12987,111225,Transient-Party,0,0,PRT
12988,5828866,Transient,0,0,BRA
12989,5928890,Transient,0,0,KAZ
12990,5639039,Transient,0,0,BEL
12991,3798447,Transient,0,0,ESP
12992,9150655,Transient,0,0,PRT
12993,9943082,Transient,0,0,PRT
12994,8847986,Transient,0,0,PRT
12995,3663094,Contract,1,0,PRT
12996,4035791,Transient-Party,0,0,PRT
12997,4892703,Transient,0,0,BEL
12998,6749335,Transient,0,0,ESP
12999,6669470,Transient,0,0,CHN
13000,9192256,Transient,0,0,PRT
13001,4522702,Transient,0,0,AUT
13002,4413779,Transient,0,0,LUX
13003,4815674,Transient,0,0,PRT
13004,9019047,Transient,0,0,ROU
13005,4899776,Transient,0,0,CHN
13006,7450975,Transient,0,0,CN
13007,1126297,Transient,0,0,GBR
13008,6969079,Transient-Party,0,0,CHE
13009,2762443,Transient-Party,0,0,PRT
13010,5615601,Transient,0,0,CHN
13011,8472709,Transient,0,0,FRA
13012,7473735,Transient,0,0,IRL
13013,8361046,Transient,0,0,ISR
13014,147136,Transient,0,0,IDN
13015,6151025,Transient,0,0,BEL
13016,6535450,Transient,0,0,PRT
13017,2086886,Transient-Party,0,0,GBR
13018,8683183,Transient,0,0,PRT
13019,2090846,Transient,0,0,PRT
13020,8497793,Transient,0,0,FRA
13021,3426942,Transient-Party,0,0,FRA
13022,6556495,Transient,0,0,BEL
13023,375909,Transient,0,0,GBR
13024,7651523,Transient,0,0,AUT
13025,7577443,Transient,0,0,FRA
13026,5125123,Transient,0,0,PRT
13027,3578496,Transient,0,0,PRT
13028,8726983,Transient,0,0,PRT
13029,5289083,Transient,0,0,NLD
13030,8288153,Transient,0,0,PRT
13031,1476880,Transient,0,1,PRT
13032,4095720,Transient-Party,0,0,DEU
13033,3090088,Transient,0,0,FRA
13034,1648901,Transient-Party,0,0,ESP
13035,2530008,Contract,0,0,GBR
13036,9934011,Transient,0,0,GBR
13037,725577,Transient,0,0,PRT
13038,1682028,Transient,0,0,RUS
13039,8158178,Transient,0,0,GBR
13040,1627337,Transient-Party,0,0,PRT
13041,8986020,Transient,0,0,PRT
13042,5091359,Transient,0,0,NLD
13043,2059892,Transient,0,0,PRT
13044,5134592,Transient-Party,0,0,GBR
13045,6391002,Transient-Party,0,0,DEU
13046,4898406,Transient,0,0,FRA
13047,4594614,Transient,0,0,FRA
13048,7380944,Transient,0,0,IRL
13049,2898851,Transient-Party,0,0,PRT
13050,1370289,Transient,0,0,SWE
13051,143012,Transient,0,0,ESP
13052,9188468,Transient,0,0,FIN
13053,7966129,Transient,0,0,PRT
13054,3861680,Transient,0,0,PRT
13055,7763753,Transient,0,0,PRT
13056,9150001,Transient,0,0,
13057,4681397,Transient-Party,0,0,ESP
13058,3413442,Transient,0,0,DEU
13059,6640635,Transient,0,0,DEU
13060,7126131,Transient,0,0,PRT
13061,1665728,Transient-Party,0,0,CHE
13062,7697249,Transient,0,0,PRT
13063,892477,Transient-Party,0,0,GBR
13064,1083589,Transient,0,0,PRT
13065,5504443,Transient,0,0,PRT
13066,5388748,Transient-Party,0,0,PRT
13067,7091213,Transient,0,0,PRT
13068,6719282,Transient-Party,0,0,PRT
13069,9072710,Transient,0,0,AUT
13070,8650114,Transient,0,0,PRT
13071,8323527,Contract,0,0,GBR
13072,4252370,Transient,0,0,DEU
13073,2718470,Transient,0,0,PRT
13074,7527065,Transient,1,0,PRT
13075,683232,Transient-Party,0,0,GBR
13076,4299374,Transient,0,0,PRT
13077,8774921,Transient-Party,0,0,PRT
13078,1471960,Transient,0,0,EST
13079,292348,Transient,0,0,CHE
13080,6919929,Transient-Party,0,0,FRA
13081,8894204,Transient,1,0,PRT
13082,1884277,Transient,0,0,NOR
13083,6378383,Transient,1,0,PRT
13084,2033644,Transient-Party,0,0,ITA
13085,4264043,Transient,0,0,IRL
13086,9217863,Contract,0,0,ESP
13087,8890345,Transient-Party,1,0,PRT
13088,3763272,Transient,0,0,PRT
13089,8257253,Transient,0,0,PRT
13090,9436322,Transient,0,0,PRT
13091,160911,Transient,0,0,
13092,723311,Transient-Party,0,0,AGO
13093,1207554,Transient-Party,0,0,PRT
13094,8288199,Transient,0,0,GBR
13095,159804,Contract,0,0,CHN
13096,211012,Transient,0,0,ITA
13097,7953334,Transient,0,0,GBR
13098,8255383,Transient,0,0,PRT
13099,5253196,Transient,0,0,PRT
13100,8691220,Transient,0,0,AGO
13101,4861934,Transient-Party,0,0,FRA
13102,4710526,Transient,0,0,GBR
13103,6807333,Transient,0,0,SVK
13104,4542000,Transient,0,0,IRL
13105,6518085,Transient,0,0,ESP
13106,3917014,Transient,0,0,PRT
13107,3789459,Transient-Party,0,0,DEU
13108,6150947,Transient,0,0,PRT
13109,2745374,Transient,0,0,GBR
13110,3948909,Transient,0,0,GBR
13111,2370482,Transient,0,0,PRT
13112,8326880,Transient,1,0,PRT
13113,8785041,Transient,0,0,FIN
13114,3900529,Transient,0,0,PRT
13115,1821613,Transient,0,0,PRT
13116,5720061,Transient-Party,1,0,PRT
13117,810457,Transient-Party,0,0,PRT
13118,9555383,Transient,0,0,PAN
13119,2305960,Transient-Party,0,0,PRT
13120,8597109,Transient,1,12,PRT
13121,3757627,Transient,0,0,FRA
13122,6270031,Transient,0,0,PRT
13123,7181053,Transient,0,0,PRT
13124,3176143,Transient,4,45,PRT
13125,5120391,Transient,0,0,BEL
13126,9413786,Transient,0,0,PRT
13127,9728956,Transient,0,0,PRT
13128,6010038,Transient,0,0,PRT
13129,1786648,Transient,0,0,USA
13130,7128561,Transient,1,0,PRT
13131,388823,Transient,0,0,AGO
13132,6443523,Transient-Party,0,0,PRT
13133,1770691,Transient,0,0,GBR
13134,6896174,Transient,0,0,USA
13135,6336070,Transient-Party,0,0,DEU
13136,9156332,Transient,0,0,POL
13137,2383799,Transient,0,0,PRT
13138,5316262,Transient,0,0,NLD
13139,641890,Transient,0,0,PRT
13140,7764503,Transient,0,0,ESP
13141,5917170,Transient,0,0,PRT
13142,8315787,Transient,0,0,GBR
13143,694580,Transient-Party,0,0,PRT
13144,8407574,Transient,0,0,NLD
13145,9340946,Transient,0,0,DEU
13146,2269747,Transient,0,0,PRT
13147,8672695,Transient-Party,0,0,ESP
13148,4990739,Transient,0,0,BRA
13149,250516,Transient-Party,0,0,PRT
13150,9004452,Transient,0,0,GBR
13151,6425556,Transient,0,0,DEU
13152,548519,Transient,0,0,BRA
13153,1650854,Transient,0,0,URY
13154,3223958,Transient-Party,0,0,ITA
13155,5509362,Transient,0,0,PRT
13156,4965185,Transient-Party,0,0,PRT
13157,7002653,Transient,0,0,FRA
13158,4900699,Transient,0,0,DEU
13159,7497853,Transient,0,0,CAF
13160,8250421,Transient,0,0,PRT
13161,1407288,Transient-Party,0,0,PRT
13162,519567,Transient,0,0,PRT
13163,6977606,Transient,0,0,NLD
13164,8515413,Transient,0,0,PRT
13165,8741823,Transient,0,0,BRA
13166,1454696,Transient,0,0,ESP
13167,1436184,Group,0,0,ESP
13168,3848855,Transient,0,0,GBR
13169,9441483,Transient,0,0,CHN
13170,567014,Transient,0,0,PRT
13171,4127148,Transient-Party,0,0,ESP
13172,4597518,Transient,0,0,GBR
13173,5888664,Transient,0,0,PRT
13174,4628346,Transient,0,0,FRA
13175,5002611,Transient,0,0,PRT
13176,2520386,Transient-Party,0,0,ISR
13177,2407334,Transient,0,0,PRT
13178,5516575,Transient,0,0,SWE
13179,5396514,Transient,0,0,NLD
13180,2918642,Transient-Party,0,0,GBR
13181,9520903,Transient,0,0,FRA
13182,986718,Transient,0,0,GBR
13183,5130937,Transient,0,0,CHE
13184,486765,Transient,0,0,ITA
13185,2850471,Transient-Party,0,0,PRT
13186,978169,Transient,0,0,GBR
13187,7291933,Transient,2,7,PRT
13188,755575,Transient-Party,0,0,BEL
13189,8869019,Transient-Party,0,0,GBR
13190,9112279,Transient,1,0,PRT
13191,7905198,Contract,0,0,GBR
13192,4766414,Transient,0,0,ITA
13193,9480576,Transient,0,0,FRA
13194,790006,Transient,0,0,GBR
13195,8614745,Transient,0,0,PRT
13196,3708410,Transient,0,0,PRT
13197,8628055,Transient,0,1,PRT
13198,4590201,Transient,0,0,PRT
13199,8917113,Transient-Party,0,0,AUT
13200,1910550,Transient,0,0,GBR
13201,7340964,Transient,0,0,NLD
13202,1143719,Transient,0,0,PRT
13203,9484234,Transient,0,0,PRT
13204,9566493,Transient-Party,0,0,PRT
13205,4916594,Group,0,0,FRA
13206,580973,Transient-Party,0,0,ESP
13207,9332186,Transient,0,0,DNK
13208,246676,Transient-Party,0,0,PRT
13209,5553978,Transient-Party,0,0,ESP
13210,1394408,Transient,0,0,NOR
13211,7482273,Transient,0,0,FRA
13212,2093446,Transient-Party,0,0,PRT
13213,345837,Transient,0,0,PRT
13214,4937406,Transient,0,0,FRA
13215,756636,Transient,0,0,DEU
13216,7119990,Transient,0,0,MYS
13217,9044078,Transient-Party,0,0,DEU
13218,3909741,Transient,0,0,HRV
13219,5687361,Transient,0,0,ARE
13220,8299110,Transient,1,0,PRT
13221,836144,Transient,0,0,PRT
13222,9589406,Transient-Party,0,0,PRT
13223,1807250,Transient,0,0,PRT
13224,8708557,Transient,0,0,PRT
13225,9478613,Group,0,0,PRT
13226,3115158,Transient,0,0,PRT
13227,6153266,Transient,0,0,PRT
13228,5369262,Transient,0,0,PRT
13229,2364618,Transient,0,0,PRT
13230,2036293,Transient,0,0,PRT
13231,8706373,Transient,0,0,CN
13232,4368862,Transient,0,0,PRT
13233,5994069,Transient,0,0,GBR
13234,2613970,Transient-Party,0,0,PRT
13235,4097135,Transient,0,0,CZE
13236,7346500,Transient-Party,0,0,FRA
13237,2308411,Transient-Party,0,0,DEU
13238,1307698,Transient,0,0,BEL
13239,1168255,Transient,0,0,PRT
13240,9036173,Transient-Party,0,0,FRA
13241,2660344,Transient,0,0,PRT
13242,8308120,Transient,0,0,GBR
13243,7470536,Transient,0,0,NOR
13244,9711011,Transient,0,0,PRT
13245,1615651,Transient,0,0,PRT
13246,5761359,Transient,0,0,GBR
13247,1190002,Transient,0,0,PRT
13248,9304530,Transient,0,0,IRL
13249,4039357,Transient-Party,0,0,PRT
13250,1385218,Contract,1,0,PRT
13251,6678943,Transient,0,0,ITA
13252,7761170,Transient,0,0,PRT
13253,120373,Transient,0,0,PRT
13254,1459459,Transient,0,0,PRT
13255,6815015,Contract,0,0,GBR
13256,674369,Transient,0,0,PRT
13257,8151985,Transient-Party,0,0,PRT
13258,9029303,Transient,0,0,PRT
13259,2776350,Transient-Party,0,0,PRT
13260,324053,Transient,0,0,PRT
